"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note"
Smoky Creek Solar Farm,Solar PV - Single axis tracking,Solar - Solar,700.0,Development,,Australia,Queensland,,,POINT (150.4080574 -24.05304732),-24.05304732,150.4080574,,,
Snapper Point Power Station,Turbine - OCGT,Fossil - Diesel,154.0,Operational,,Australia,South Australia,"2022-01-06",,POINT (138.506368 -34.763571),-34.763571,138.506368,,,
Snowtown North Solar Farm,Solar PV - Fixed,Solar - Solar,44.0,Development,,Australia,South Australia,,,,,,,,
Snowtown North Solar Farm - BESS,Storage - Battery,Other - Other,20.0,Development,,Australia,South Australia,,,,,,,,
Snowtown Wind Farm Stage 1,Wind Turbine - Onshore,Wind - Wind,100.8,Operational,,Australia,South Australia,"2008-09-01",,POINT (138.1403774599568 -33.71353834142674),-33.71353834142674,138.1403774599568,,,
Snowtown Wind Farm Stage 2 North,Wind Turbine - Onshore,Wind - Wind,270.0,Operational,,Australia,South Australia,"2014-11-01",,POINT (138.14017352 -33.71395594),-33.71395594,138.14017352,,,TBC with S3
Snowy 2.0,Storage - Pumped hydro,Hydro - Water,2200.0,Development,,Australia,New South Wales,"2028-01-12",,,,,,,
Snowy Plains Wind Farm (Berridale) ,Wind Turbine - Onshore,Wind - Wind,26.0,Abandoned,,Australia,New South Wales,,,POINT (148.565 -36.154),-36.154,148.565,,,Source: Wikipedia https://en.wikipedia.org/wiki/List_of_wind_farms_in_New_South_Wales
Snuggery - SNUG1,Turbine - OCGT,Fossil - Diesel,63.0,Operational,,Australia,South Australia,,,POINT (140.41555754 -37.66455062),-37.66455062,140.41555754,,,
Snuggery - SNUGNL1,Turbine - OCGT,Fossil - Diesel,21.0,Operational,,Australia,South Australia,,,,,,,,
Solar River Solar And BESS Project - BESS,Storage - Battery,Other - Other,123.0,Development,,Australia,South Australia,,,,,,,,
Solar River Solar And BESS Project -Solar,Solar PV - Single axis tracking,Solar - Solar,255.76,Development,,Australia,South Australia,,,,,,,,
Somerset Dam,Solar PV - Fixed,Solar - Solar,3.2,Operational,,Australia,Queensland,,,POINT (152.556 -27.1152),-27.1152,152.556,,,
Somerton,Turbine - OCGT,Fossil - Natural Gas Pipeline,170.0,Operational,,Australia,Victoria,,,POINT (144.953077 -37.631822),-37.631822,144.953077,,,
South East BESS - Storage,Storage - Battery,Other - Other,200.0,Development,,Australia,South Australia,,,,,,,,
South Hummocks BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,South Australia,,,,,,,,
South Johnstone Mill,Turbine - Steam Sub Critical,Renewable Biomass or Waste - Bagasse,19.3,Operational,,Australia,Queensland,,,POINT (145.9911827 -17.6057782),-17.6057782,145.9911827,,,
South Johnstone Mill (expansion),Turbine - Steam Sub Critical,Renewable Biomass or Waste - Bagasse,32.0,Development,,Australia,Queensland,,,,,,,,
South Keswick Solar Farm,Solar PV - Single axis tracking,Solar - Solar,15.0,Operational,,Australia,New South Wales,,,POINT (148.6446276 -32.2770701),-32.2770701,148.6446276,,,
South Pacific Offshore Wind Project,Wind Turbine - Offshore,Wind - Wind,,Development,,Australia,New South Wales,"2033-01-06",,,,,,,
Southbank Institute of Technology Unit 1 Plant,Reciprocating Engine - Compression ignition,Fossil - Diesel,1.0,Operational,,Australia,Queensland,,,,,,,,
Southern Winds Offshore Wind,Wind Turbine - Offshore,Wind - Wind,1155.0,Development,,Australia,Victoria,"2031-01-12",,,,,,,
Specimen Hill BESS - Storage,Storage - Battery,Other - Other,100.0,Development,,Australia,Queensland,,,,,,,,
Specimen Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,336.0,Development,,Australia,Queensland,,,POINT (150.79288 -24.227476),-24.227476,150.79288,,,
Spicers Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,702.0,Development,,Australia,New South Wales,,,,,,,,
Spinifex Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,1005.0,Development,,Australia,Victoria,,,,,,,,
Springdale Solar Farm,Solar PV - Single axis tracking,Solar - Solar,120.0,Development,,Australia,New South Wales,,,POINT (151.5884596 -24.19321219),-24.19321219,151.5884596,,,
Springlands Wind Farm ,Wind Turbine - Onshore,Wind - Wind,481.8,Development,,Australia,Queensland,,,POINT (147.932863 -20.557918),-20.557918,147.932863,,,
Springvale,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,4.2,Operational,,Australia,Victoria,,,,,,,,
Springvale Energy Hub - BESS,Storage - Battery,Other - Other,400.0,Development,,Australia,Victoria,,,,,,,,
SRI/Mirabou (Braemar) BESS,Storage - Battery,Other - Other,500.0,Development,,Australia,Queensland,,,,,,,,
SSE Whyalla Solar Farm,Solar PV - Single axis tracking,Solar - Solar,5.4,Development,,Australia,South Australia,,,,,,,,
St George Leagues Club,Reciprocating Engine - Compression ignition,Fossil - Diesel,1.48,Operational,,Australia,New South Wales,,,,,,,,
St Patrick's College Launceston,Solar PV - Fixed,Solar - Solar,0.27,Operational,,Australia,Tasmania,,,,,,,,
St Patricks Plains Wind Farm,Wind Turbine - Onshore,Wind - Wind,291.4,Development,,Australia,Tasmania,,,,,,,,
St Ursula's College Yeppoon,Solar PV - Fixed,Solar - Solar,0.17,Operational,,Australia,Queensland,,,,,,,,
Stanhope BESS Project 01,Storage - Battery,Solar - Solar,20.0,Development,,Australia,Victoria,"2026-01-05",,,,,,,
Stanhope BESS Project 02,Solar PV - Fixed,Solar - Solar,5.0,Development,,Australia,Victoria,"2026-01-05",,,,,,,
Stanwell 1,Turbine - Steam Sub Critical,Fossil - Black Coal,365.0,Operational,,Australia,Queensland,,,POINT (150.319466 -23.50972),-23.50972,150.319466,,,
Stanwell 2,Turbine - Steam Sub Critical,Fossil - Black Coal,365.0,Operational,,Australia,Queensland,,,POINT (150.319466 -23.50972),-23.50972,150.319466,,,
Stanwell 3,Turbine - Steam Sub Critical,Fossil - Black Coal,365.0,Operational,,Australia,Queensland,,,POINT (150.319466 -23.50972),-23.50972,150.319466,,,
Stanwell 4,Turbine - Steam Sub Critical,Fossil - Black Coal,365.0,Operational,,Australia,Queensland,,,POINT (150.319466 -23.50972),-23.50972,150.319466,,,
Stanwell BESS,Storage - Battery,Other - Other,150.0,Development,,Australia,Queensland,"2027-01-03",,,,,,,
Stapylton Renewable Energy Facility,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,4.24,Operational,,Australia,Queensland,,,POINT (153.2533 -27.7147),-27.7147,153.2533,,,
Star of the South Wind Farm,Wind Turbine - Offshore,Wind - Wind,2205.0,Development,,Australia,Victoria,"2032-01-03",,,,,,,
Starfish Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,33.0,Operational,,Australia,South Australia,"2003-09-01",,POINT (138.143238 -35.567765),-35.567765,138.143238,,,
Stockland Development Wetherill Park,Solar PV - Fixed,Solar - Solar,0.93,Operational,,Australia,New South Wales,,,,,,,,
Stockyard Hill Wind Farm p1,Wind Turbine - Onshore,Wind - Wind,511.0,Operational,,Australia,Victoria,"2022-05-01",,POINT (143.2964448 -37.5506849),-37.5506849,143.2964448,,https://www.stockyardhillwindfarm.com.au/,TODO total capacity is unclear
Stonehaven Gas Turbines,Turbine - OCGT,Other - Other,220.0,Development,,Australia,Victoria,,,,,,,,
Stoney Creek BESS,Storage - Battery,Other - Other,260.0,Development,,Australia,New South Wales,,,,,,,,
Stony Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,400.0,Development,,Australia,Queensland,,,POINT (151.8991 -25.4928),-25.4928,151.8991,,,
Stubbo Solar Farm,Solar PV - Single axis tracking,Solar - Solar,400.0,Development,,Australia,New South Wales,"2024-01-07",,,,,,,
Summerfield BESS,Storage - Battery,Other - Other,240.0,Development,,Australia,South Australia,"2025-01-12",,,,,,,
Summerhill,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,2.25,Operational,,Australia,New South Wales,,,,,,,,
Summerhill Solar Farm,Solar PV - Fixed,Solar - Solar,5.0,Development,,Australia,New South Wales,,,,,,,,
Summerville Solar Farm,Solar PV - Fixed,Solar - Solar,,Development,,Australia,New South Wales,,,,,,,,
Sun Metals Corporation Solar Farm,Solar PV - Fixed,Solar - Solar,143.0,Operational,,Australia,Queensland,,,POINT (146.88849659 -19.33545611),-19.33545611,146.88849659,,,
Sundown SF(Canadian Solar),Solar PV - Fixed,Solar - Solar,360.0,Development,,Australia,New South Wales,,,,,,,,
Sundown Solar Farm,Solar PV - Fixed,Solar - Solar,600.0,Development,,Australia,New South Wales,,,,,,,,
Sunraysia Solar Farm,Solar PV - Single axis tracking,Solar - Solar,228.8,Operational,,Australia,New South Wales,"2021-01-12",,POINT (143.5087952 -34.8215156),-34.8215156,143.5087952,,,
Sunshine Coast Solar Farm,Solar PV - Fixed,Solar - Solar,15.0,Operational,,Australia,Queensland,,,POINT (153.025774 -26.56009333),-26.56009333,153.025774,,,
Sunshine Energy Solar Farm,Solar PV - Single axis tracking,Solar - Solar,1500.0,Development,,Australia,Queensland,,,POINT (152.4154087 -26.95060742),-26.95060742,152.4154087,,,
Sunshine State Solar Farm and BESS,Solar PV - Fixed,Solar - Solar,110.0,Development,,Australia,Queensland,,,,,,,,
Sunshine State Solar Farm and BESS (Rollingstone),Solar PV - Fixed,Solar - Solar,500.0,Development,,Australia,Queensland,,,,,,,,
Suntop Solar Farm,Solar PV - Single axis tracking,Solar - Solar,150.0,Operational,,Australia,New South Wales,"2021-01-12",,POINT (148.82721 -32.58284),-32.58284,148.82721,,,
Supernode Project,Storage - Battery,Solar - Solar,750.0,Development,,Australia,Queensland,,,POINT (153.011074 -27.337829),-27.337829,153.011074,,,
Susan River Solar Farm,Solar PV - Single axis tracking,Solar - Solar,85.26,Operational,,Australia,Queensland,"2019-01-12",,POINT (152.7373831 -25.4172643),-25.4172643,152.7373831,,,
Swan Hill Solar Farm 1 Unit 1,Solar PV - Single axis tracking,Solar - Solar,7.2,Operational,,Australia,Victoria,,,,,,,,
Swan Hill Solar Farm 2 Unit 1,Solar PV - Single axis tracking,Solar - Solar,7.2,Operational,,Australia,Victoria,,,,,,,,
Swanbank BESS,Storage - Battery,Other - Other,250.0,Development,,Australia,Queensland,"2026-01-01",,POINT (152.81444 -27.66),-27.66,152.81444,,,
Swanbank E GT,Turbine - CCGT,Fossil - Coal Seam Methane,385.0,Operational,,Australia,Queensland,,,POINT (152.81793816 -27.65537431),-27.65537431,152.81793816,,,
Swanbank JV,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,0.39,Operational,,Australia,Queensland,,,,,,,,
Swanbank JV,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,1.12,Operational,,Australia,Queensland,,,,,,,,
Symex,Turbine - OCGT,Fossil - Natural Gas Pipeline,,Operational,,Australia,Victoria,,,,,,,,
Tableland Mill,Turbine - Steam Sub Critical,Other - Other,24.0,Operational,,Australia,Queensland,,,POINT (145.344384 -17.12028495),-17.12028495,145.344384,,,
Tabulam BESS,Storage - Battery,Other - Other,120.0,Development,,Australia,New South Wales,,,,,,,,
Tabulam Solar Farm,Solar PV - Fixed,Solar - Solar,126.0,Development,,Australia,New South Wales,,,,,,,,
Tahmoor,Reciprocating Engine - Spark ignition,Fossil - Waste Coal Mine Gas,7.46,Operational,,Australia,New South Wales,,,,,,,,
Tailem Bend - Solar,Solar PV - Fixed,Solar - Solar,108.0,Operational,,Australia,South Australia,"2019-01-04",,POINT (139.4849363 -35.275621),-35.275621,139.4849363,,,
Tailem Bend Battery Project,Storage - Battery,Other - Other,41.5,Construction,,Australia,South Australia,"2024-01-01",,,,,,,
Tailem Bend Stage 2 Solar Project,Solar PV - Single axis tracking,Solar - Solar,105.0,Construction,,Australia,South Australia,"2023-01-09",,,,,,,
Tailem Bend Stage 3,Storage - Battery,Other - Other,204.0,Development,,Australia,South Australia,,,,,,,,
Tallawarra,Turbine - CCGT,Fossil - Natural Gas Pipeline,440.0,Operational,,Australia,New South Wales,,,POINT (150.808056 -34.522778),-34.522778,150.808056,,,
Tallawarra B,Turbine - OCGT,Fossil - Natural Gas Pipeline,320.0,Development,,Australia,New South Wales,"2024-01-02",,,,,,,
Tamar Valley Combined Cycle,Turbine - CCGT,Fossil - Natural Gas Pipeline,140.0,Operational,,Australia,Tasmania,,,POINT (146.90363624 -41.1401247),-41.1401247,146.90363624,,,
Tamar Valley Combined Cycle,Turbine - CCGT,Fossil - Natural Gas Pipeline,68.0,Operational,,Australia,Tasmania,,,POINT (146.90363624 -41.1401247),-41.1401247,146.90363624,,,
Tamar Valley Peaking,Turbine - OCGT,Fossil - Natural Gas Pipeline,58.0,Operational,,Australia,Tasmania,,,POINT (146.9034421 -41.1399392),-41.1399392,146.9034421,,,
Tamworth BESS,Storage - Battery,Other - Other,300.0,Development,,Australia,New South Wales,,,,,,,,
Tamworth BESS - Gmr Energy,Storage - Battery,Other - Other,200.0,Development,,Australia,New South Wales,"2026-01-11",,,,,,,
Tamworth Solar Farm,Solar PV - Single axis tracking,Solar - Solar,65.0,Development,,Australia,New South Wales,"2026-01-04",,,,,,,
Tangkam BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,Queensland,,,,,,,,
Taralga Wind Farm,Wind Turbine - Onshore,Wind - Wind,106.8,Operational,,Australia,New South Wales,"2015-06-01",,POINT (149.85764 -34.427076),-34.427076,149.85764,,https://www.taralga-windfarm.com.au/,
Tarong 1,Turbine - Steam Sub Critical,Fossil - Black Coal,350.0,Operational,,Australia,Queensland,,,POINT (151.91527317 -26.78235751),-26.78235751,151.91527317,,,
Tarong 2,Turbine - Steam Sub Critical,Fossil - Black Coal,350.0,Operational,,Australia,Queensland,,,POINT (151.91527317 -26.78235751),-26.78235751,151.91527317,,,
Tarong 3,Turbine - Steam Sub Critical,Fossil - Black Coal,350.0,Operational,,Australia,Queensland,,,POINT (151.91527317 -26.78235751),-26.78235751,151.91527317,,,
Tarong 4,Turbine - Steam Sub Critical,Fossil - Black Coal,350.0,Operational,,Australia,Queensland,,,POINT (151.91527317 -26.78235751),-26.78235751,151.91527317,,,
Tarong BESS - Stanwell,Storage - Battery,Other - Other,300.0,Development,,Australia,Queensland,"2024-01-09",,,,,,,
Tarong GT,Turbine - OCGT,Fossil - Fuel Oil,15.0,Operational,,Australia,Queensland,,,,,,,,
Tarong North,Turbine - Steam Super Critical,Fossil - Black Coal,450.0,Operational,,Australia,Queensland,,,POINT (151.9146017 -26.77576259),-26.77576259,151.9146017,,,
Tarong West Wind Farm (Ironleaf),Wind Turbine - Onshore,Wind - Wind,436.5,Development,,Australia,Queensland,,,,,,,,
Taronga Western Plains Zoo,Solar PV - Fixed,Solar - Solar,1.0,Operational,,Australia,New South Wales,,,,,,,,
Tarraleah,Hydro - Dam,Hydro - Water,90.0,Operational,,Australia,Tasmania,,,POINT (146.457156 -42.301208),-42.301208,146.457156,,,
Tarraleah Redevelopment,Hydro - Dam,Hydro - Water,200.0,Development,,Australia,Tasmania,,,,,,,,
Tarrone BESS - Storage,Storage - Battery,Other - Other,200.0,Development,,Australia,Victoria,,,,,,,,
Tarrone GT,Turbine - OCGT,Fossil - Natural Gas Pipeline,,Development,,Australia,Victoria,,,,,,,,
Tatiara Meats,Reciprocating Engine - Compression ignition,Fossil - Diesel,0.5,Operational,,Australia,South Australia,,,POINT (140.7631634 -36.3444801),-36.3444801,140.7631634,,,
Tatura Biomass Generator,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Biogas,1.1,Operational,,Australia,Victoria,,,,,,,,
Templers B BESS,Storage - Battery,Other - Other,200.0,Development,,Australia,South Australia,,,,,,,,
Templers BESS,Storage - Battery,Other - Other,111.0,Development,,Australia,South Australia,"2025-01-05",,,,,,,
Ten Mile Lagoon Wind Farm,Wind Turbine - Onshore,Wind - Wind,2.025,Operational,,Australia,Western Australia,"1993-10-01",,POINT (121.7668816 -33.8800706),-33.8800706,121.7668816,,,
Tenterfield Solar Farm,Solar PV - Fixed,Solar - Solar,29.4,Development,,Australia,New South Wales,"2026-01-02",,,,,,,
Terang Battery Energy Storage System ,Storage - Battery,Other - Other,127.6,Development,,Australia,Victoria,,,,,,,,
Terang BESS,Storage - Battery,Other - Other,101.5,Development,,Australia,Victoria,"2025-01-12",,,,,,,
Terminal Storage Mini Hydro,Hydro - Other,Hydro - Water,1.86,Operational,,Australia,South Australia,,,,,,,,
Territory Battery,Storage - Battery,Other - Other,,Development,,Australia,New South Wales,,,,,,,,
The Drop,Hydro - Run of River,Hydro - Water,2.5,Operational,,Australia,New South Wales,,,POINT (145.783725 -35.604347),-35.604347,145.783725,,,
The Solar River Project - Stage 1,Solar PV - Fixed,Solar - Solar,200.0,Development,,Australia,South Australia,,,,,,,,
The Solar River Project - Stage 2,Solar PV - Fixed,Solar - Solar,200.0,Development,,Australia,South Australia,,,,,,,,
Theodore Solar Farm,Solar PV - Single axis tracking,Solar - Solar,70.0,Development,,Australia,Queensland,,,POINT (150.1416216 -24.80377062),-24.80377062,150.1416216,,,
Theodore Wind Farm,Wind Turbine - Onshore,Wind - Wind,1152.0,Development,,Australia,Queensland,,,POINT (150.4315211 -24.9448554),-24.9448554,150.4315211,,,
Thomastown BESS,Storage - Battery,Other - Other,300.0,Development,,Australia,Victoria,"2027-01-06",,,,,,,
Thunderbolt Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,New South Wales,,,,,,,,
Thursday Island Wind Farm,Wind Turbine - Onshore,Wind - Wind,0.46,Operational,,Australia,Queensland,"1997-08-01",,POINT (142.2274472 -10.5775769),-10.5775769,142.2274472,,,
Ti Tree Bioenergy,Reciprocating Engine - Compression ignition,Renewable Biomass or Waste - Landfill Gas,3.3,Operational,,Australia,Queensland,,,POINT (152.659295 -27.680164),-27.680164,152.659295,,,
Ticoba BESS,Storage - Battery,Other - Other,550.0,Development,,Australia,Queensland,,,,,,,,
Ticoba Solar Farm,Solar PV - Fixed,Solar - Solar,550.0,Development,,Australia,Queensland,,,,,,,,
Tieri Solar Farm - BESS,Storage - Battery,Other - Other,30.1,Development,,Australia,Queensland,,,POINT (146.4885954 -19.14303841),-19.14303841,146.4885954,,,
Tieri Solar Farm - Solar,Solar PV - Single axis tracking,Solar - Solar,74.8,Development,,Australia,Queensland,,,POINT (146.4885954 -19.14303841),-19.14303841,146.4885954,,,
Tilbuster Solar Farm,Solar PV - Fixed,Solar - Solar,248.82,Development,,Australia,New South Wales,"2026-01-03",,,,,,,
Timboon West Wind Farm,Wind Turbine - Onshore,Wind - Wind,7.2,Operational,,Australia,Victoria,"2018-12-01",,POINT (142.9154966 -38.5295189),-38.5295189,142.9154966,,,
Todae Solar- PF Minchinbury,Solar PV - Fixed,Solar - Solar,0.32,Operational,,Australia,New South Wales,,,,,,,,
Todae Solar - DHP 1MW,Solar PV - Fixed,Solar - Solar,0.95,Operational,,Australia,Queensland,,,,,,,,
Todae Solar - La Trobe University Bendigo,Solar PV - Fixed,Solar - Solar,0.35,Operational,,Australia,Victoria,,,,,,,,
Todae Solar - La Trobe University Wodonga,Solar PV - Fixed,Solar - Solar,0.22,Operational,,Australia,Victoria,,,,,,,,
Todae Solar - Nillumbik,Solar PV - Fixed,Solar - Solar,0.13,Operational,,Australia,Victoria,,,,,,,,
Todae Solar CSU ,Solar PV - Fixed,Solar - Solar,1.77,Operational,,Australia,New South Wales,,,,,,,,
Todae Solar PE - Llandilo,Solar PV - Fixed,Solar - Solar,0.8,Operational,,Australia,New South Wales,,,,,,,,
Todae Solar SV - Eltham,Solar PV - Fixed,Solar - Solar,0.18,Operational,,Australia,Victoria,,,,,,,,
Todae Solar SV - Holy Spirit Northside,Solar PV - Fixed,Solar - Solar,0.39,Operational,,Australia,Queensland,,,,,,,,
Todae Solar SV - Mater Clinic,Solar PV - Fixed,Solar - Solar,0.13,Operational,,Australia,New South Wales,,,,,,,,
Todae Solar SV - Mater Hospital,Solar PV - Fixed,Solar - Solar,0.28,Operational,,Australia,New South Wales,,,,,,,,
Todae Solar SV - Mitchelton,Solar PV - Fixed,Solar - Solar,0.18,Operational,,Australia,Queensland,,,,,,,,
Todae Solar SV - Private Brisbane,Solar PV - Fixed,Solar - Solar,0.17,Operational,,Australia,Queensland,,,,,,,,
Todae Solar SV - Toowoomba,Solar PV - Fixed,Solar - Solar,0.26,Operational,,Australia,Queensland,,,,,,,,
Todae Solar SV Lourdes,Solar PV - Fixed,Solar - Solar,0.26,Operational,,Australia,Queensland,,,,,,,,
Tods Corner,Storage - Pumped hydro,Hydro - Water,1.2,Operational,,Australia,Tasmania,,,,,,,,
Tomago BESS,Storage - Battery,Other - Other,500.0,Development,,Australia,New South Wales,,,,,,,,
Tomago BESS (AGL),Storage - Battery,Other - Other,150.0,Development,,Australia,New South Wales,,,,,,,,
Tong Park - Agricultural Waste,Other - Other,Renewable Biomass or Waste - Bagasse,1.23,Operational,,Australia,Queensland,,,,,,,,
Toora Wind Farm,Wind Turbine - Onshore,Wind - Wind,21.0,Operational,,Australia,Victoria,"2002-01-01",,POINT (146.344132 -38.64506),-38.64506,146.344132,,,Estimated operation date
Toowoomba Pumped Storage Project,Storage - Battery,Other - Other,200.0,Development,,Australia,Queensland,,,,,,,,
Torrens Island B 1,Turbine - Steam Sub Critical,Fossil - Natural Gas Pipeline,200.0,Operational,,Australia,South Australia,,"2028-06-06",POINT (138.521322 -34.806844),-34.806844,138.521322,,,
Torrens Island B 2,Turbine - Steam Sub Critical,Fossil - Natural Gas Pipeline,200.0,Operational,,Australia,South Australia,,"2028-06-06",POINT (138.521322 -34.806844),-34.806844,138.521322,,,
Torrens Island B 3,Turbine - Steam Sub Critical,Fossil - Natural Gas Pipeline,200.0,Operational,,Australia,South Australia,,"2028-06-06",POINT (138.521322 -34.806844),-34.806844,138.521322,,,
Torrens Island B 4,Turbine - Steam Sub Critical,Fossil - Natural Gas Pipeline,200.0,Operational,,Australia,South Australia,,"2028-06-06",POINT (138.521322 -34.806844),-34.806844,138.521322,,,
Torrens Island BESS,Storage - Battery,Other - Other,250.7,Construction,,Australia,South Australia,"2023-01-08",,,,,,,
Tower,Reciprocating Engine - Spark ignition,Fossil - Waste Coal Mine Gas,41.2,Operational,,Australia,New South Wales,,,POINT (150.71795 -34.22073),-34.22073,150.71795,,,
Townsville Power Station 1,Turbine - CCGT,Fossil - Natural Gas Pipeline,160.0,Operational,,Australia,Queensland,,,POINT (146.618707 -19.2010559999999),-19.2010559999999,146.618707,,,
Townsville Power Station 2,Turbine - CCGT,Fossil - Natural Gas Pipeline,84.0,Operational,,Australia,Queensland,,,POINT (146.618707 -19.2010559999999),-19.2010559999999,146.618707,,,
Tramway BESS,Storage - Battery,Other - Other,1100.0,Development,,Australia,Victoria,,,,,,,,
Trevallyn,Hydro - Dam,Hydro - Water,53.0,Operational,,Australia,Tasmania,,,POINT (147.1118721 -41.42263297),-41.42263297,147.1118721,,,
Trevallyn,Hydro - Dam,Hydro - Water,40.0,Operational,,Australia,Tasmania,,,POINT (147.1118721 -41.42263297),-41.42263297,147.1118721,,,
Triabunna Wind Farm,Wind Turbine - Onshore,Wind - Wind,30.0,Development,,Australia,Tasmania,,,,,,,,
Tribute,Hydro - Dam,Hydro - Water,82.8,Operational,,Australia,Tasmania,,,POINT (145.65381993 -41.81287029),-41.81287029,145.65381993,,,
Tribute Pumped Hydro Option,Storage - Pumped hydro,Hydro - Water,750.0,Development,,Australia,Tasmania,,,,,,,,
Tumuruu BESS,Storage - Battery,Other - Other,295.0,Development,,Australia,Queensland,,,,,,,,
Tumuruu Solar Farm,Solar PV - Fixed,Solar - Solar,464.0,Development,,Australia,Queensland,,,POINT (152.104385 -26.833892),-26.833892,152.104385,,,
Tumut 3,Hydro - Dam,Hydro - Water,1500.0,Operational,,Australia,New South Wales,,,POINT (148.29168458 -35.61121773),-35.61121773,148.29168458,,,
Tumut Pulp and Paper Mill,Reciprocating Engine - Spark ignition,Other - Other,32.0,Development,,Australia,New South Wales,,,,,,,,
Tungatinah,Hydro - Dam,Hydro - Water,125.0,Operational,,Australia,Tasmania,,,,,,,,
Twin Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,302.4,Development,,Australia,South Australia,,,,,,,,
Tyrone BESS,Storage - Battery,Other - Other,400.0,Development,,Australia,Queensland,,,,,,,,
Tyrone Solar,Solar PV - Fixed,Solar - Solar,400.0,Development,,Australia,Queensland,,,,,,,,
Ulinda Park BESS,Storage - Battery,Other - Other,154.96,Development,,Australia,Queensland,"2024-01-12",,,,,,,
Ulladulla Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,2000.0,Development,,Australia,New South Wales,"2035-01-01",,,,,,,
UniSA Solar project,Solar PV - Fixed,Solar - Solar,1.8,Development,,Australia,South Australia,,,,,,,,
University of Melbourne Archives Brunswick,Solar PV - Fixed,Solar - Solar,0.09,Operational,,Australia,Victoria,,,,,,,,
University of Melbourne McCoy Carlton,Solar PV - Fixed,Solar - Solar,0.07,Operational,,Australia,Victoria,,,,,,,,
University of Melbourne Performing Arts Centre Southbank,Solar PV - Fixed,Solar - Solar,0.14,Operational,,Australia,Victoria,,,,,,,,
University of Melbourne Peter Hall Parkville,Solar PV - Fixed,Solar - Solar,0.05,Operational,,Australia,Victoria,,,,,,,,
University of Melbourne Sports Centre Parkville,Solar PV - Fixed,Solar - Solar,0.16,Operational,,Australia,Victoria,,,,,,,,
University of Melbourne The Spot Carlton,Solar PV - Fixed,Solar - Solar,0.06,Operational,,Australia,Victoria,,,,,,,,
University of Southern Queensland Toowoomba,Solar PV - Fixed,Solar - Solar,1.09,Operational,,Australia,Queensland,,,,,,,,
Upper Burdekin Wind Farm - BESS,Storage - Battery,Other - Other,104.0,Development,,Australia,Queensland,,,POINT (145.626171 -18.75032),-18.75032,145.626171,,,
Upper Burdekin Wind Farm - Wind,Wind Turbine - Onshore,Wind - Wind,408.0,Development,,Australia,Queensland,,,POINT (145.626171 -18.75032),-18.75032,145.626171,,,
Upper Calliope Solar Farm (side A),Solar PV - Fixed,Solar - Solar,291.0,Development,,Australia,Queensland,,,,,,,,
Upper Hunter Energy Park - Solar,Solar PV - Fixed,Solar - Solar,10.0,Development,,Australia,New South Wales,,,,,,,,
Upper Hunter Energy Park - Wind,Wind Turbine - Onshore,Wind - Wind,79.8,Development,,Australia,New South Wales,,,,,,,,
Upper Tumut,Hydro - Dam,Hydro - Water,616.0,Operational,,Australia,New South Wales,,,POINT (148.36371 -35.9517289999999),-35.9517289999999,148.36371,,,
Uranquinty 1,Turbine - OCGT,Fossil - Natural Gas Pipeline,173.0,Operational,,Australia,New South Wales,,,POINT (147.215692 -35.179395),-35.179395,147.215692,,,
Uranquinty 2,Turbine - OCGT,Fossil - Natural Gas Pipeline,173.0,Operational,,Australia,New South Wales,,,POINT (147.215692 -35.179395),-35.179395,147.215692,,,
Uranquinty 3,Turbine - OCGT,Fossil - Natural Gas Pipeline,173.0,Operational,,Australia,New South Wales,,,POINT (147.215692 -35.179395),-35.179395,147.215692,,,
Uranquinty 4,Turbine - OCGT,Fossil - Natural Gas Pipeline,173.0,Operational,,Australia,New South Wales,,,POINT (147.215692 -35.179395),-35.179395,147.215692,,,
Uungula Wind Farm,Wind Turbine - Onshore,Wind - Wind,414.0,Development,,Australia,New South Wales,,,,,,,,
Vales Point B,Turbine - Steam Sub Critical,Fossil - Black Coal,660.0,Operational,,Australia,New South Wales,,,POINT (151.543146 -33.160745),-33.160745,151.543146,,,
Vales Point B,Turbine - Steam Sub Critical,Fossil - Black Coal,660.0,Operational,,Australia,New South Wales,,,POINT (151.543146 -33.160745),-33.160745,151.543146,,,
