"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note","geom_multipoint","wind_turbine_oem","wind_turbine_model","wind_turbine_type","wind_turbine_rating_mw","wind_turbine_hub_height_m","wind_turbine_qty"
Hallett Stage 1 Brown Hill,Wind Turbine - Onshore,Wind - Wind,94.5,Operational,,Australia,South Australia,,,POINT (138.7516255125806 -33.3490076611972),-33.348652,138.751659,,,TBC multipoint has both NBH adn BH,"MULTIPOINT ((138.7261696 -33.4110434), (138.7278219 -33.329579), (138.7259121 -33.4079446), (138.7247749 -33.3518612), (138.7261696 -33.3555713), (138.7230572 -33.3446551), (138.7284441 -33.3998121), (138.72453277720584 -33.41858701234122), (138.7206121 -33.3484556), (138.7250109 -33.4378341), (138.7272425 -33.3640127), (138.7236432572782 -33.42195596332734), (138.7257619 -33.3612707), (138.7328 -33.3716647), (138.7273927 -33.3175124), (138.7200542 -33.435937), (138.731254 -33.3382102), (138.734066 -33.3307264), (138.725998 -33.4346477), (138.7294741 -33.3677402), (138.7320705 -33.3515027), (138.7262984 -33.3585286), (138.721642 -33.3558043), (138.7327357 -33.334796), (138.7291093 -33.3968025), (138.7318988 -33.3863577), (138.7201926 -33.343122), (138.7210412 -33.4290248), (138.7266417 -33.3485452), (138.7247105 -33.4048449), (138.7299032 -33.3777572), (138.7245603 -33.4264639), (138.730224 -33.341419), (138.7344094 -33.3276248), (138.7205692 -33.3519508), (138.7256761 -33.4019976), (138.7294097 -33.3704999), (138.7315769 -33.3253649), (138.7293024 -33.3935778), (138.7274775 -33.3450494), (138.7301393 -33.3216534), (138.725998 -33.4141779), (138.730268 -33.3904605), (138.7263198 -33.3670772), (138.73029028632658 -33.381898942006))",{Suzlon},{S88/2100},"{""""}",{2.1},{},{45}
Hallett Stage 2 Hallett Hill,Wind Turbine - Onshore,Wind - Wind,71.4,Operational,,Australia,South Australia,,,POINT (138.84841372206344 -33.55684009886472),-33.348652,138.751659,,,TBC multipoint has both NBH adn BH,"MULTIPOINT ((138.8602133 -33.5287455), (138.8660828 -33.5308839), (138.8605758 -33.5313371), (138.865079 -33.5334058), (138.8635733 -33.5365435), (138.8645492 -33.5412963), (138.8618056 -33.5427258), (138.8605733 -33.5454372), (138.8554371 -33.5457166), (138.8609578 -33.54828), (138.8615197 -33.5519854), (138.865049 -33.5537025), (138.8621094 -33.5593755), (138.8645353 -33.5640574), (138.8620815 -33.5660671), (138.8698295 -33.507654), (138.8706985 -33.5104898), (138.8716319 -33.5132002), (138.8716963 -33.5158212), (138.8716534 -33.5194706), (138.8717177 -33.5223507), (138.8577273 -33.5223686), (138.8618472 -33.5232452), (138.8600126 -33.5700197), (138.8601842 -33.5726121), (138.8608065 -33.5760447), (138.8653984 -33.5832848), (138.8646689 -33.5864845), (138.8564935 -33.5871995), (138.8601199 -33.5888798), (138.866879 -33.5941348), (138.867394 -33.5969588), (138.8679304 -33.6000687), (138.8625848 -33.5565953))",{Suzlon},{S88/2100},"{""""}",{2.1},{},{34}
Hampton Wind Park,Wind Turbine - Onshore,Wind - Wind,1.32,Operational,,Australia,New South Wales,,,POINT (150.0496668 -33.6387589),,,,,,"MULTIPOINT ((150.0492554 -33.6394561), (150.0500782 -33.6380617))",{Vestas},{V47/660},"{""""}",{0.66},{},{2}
Harrami Wind Farm,Wind Turbine - Onshore,Wind - Wind,799.2,Development,,Australia,Queensland,,,,,,,,,,,,,,,
Hawkesdale Wind Farm,Wind Turbine - Onshore,Wind - Wind,96.6,Development,,Australia,Victoria,2024-01-04,,,,,,,,,,,,,,
Hellyer Wind Farm,Wind Turbine - Onshore,Wind - Wind,155.0,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Hepburn Wind Project,Wind Turbine - Onshore,Wind - Wind,4.1,Operational,,Australia,Victoria,,,POINT (144.1221577 -37.4270695),,,,,Also called Leonards Hill Wind Farm,"MULTIPOINT ((144.1232968 -37.4274615), (144.1210187 -37.4266774))",{Repower},{MM82},"{""""}",{2.0},{},{2}
Herries Range Wind Farm,Wind Turbine - Onshore,Wind - Wind,1000.0,Development,,Australia,Queensland,,,POINT (151.698642 -28.33618),-28.33618,151.698642,,,,,,,,,,
Hexham,Wind Turbine - Onshore,Wind - Wind,763.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
High Road,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Queensland,2025-01-06,,POINT (145.4730468 -17.4923204),-17.4923204,145.4730468,,,,,,,,,,
Hills of Gold Wind Farm,Wind Turbine - Onshore,Wind - Wind,400.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Hollow Tree Wind Farm,Wind Turbine - Onshore,Wind - Wind,421.2,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Hopetoun Wind Farm,Wind Turbine - Onshore,Wind - Wind,1.2,Operational,,Australia,Western Australia,,,POINT (120.1298906 -33.9079524),,,,,,"MULTIPOINT ((120.130133 -33.9097507), (120.1296483 -33.906154))",{Enercon},{E40/600},"{""""}",{0.6},{},{2}
Hornsdale Wind Farm Stage 1,Wind Turbine - Onshore,Wind - Wind,102.4,Operational,,Australia,South Australia,,,POINT (138.52330622400183 -33.085076172324385),-33.042878,138.556285,,,TBC multipoint has both NBH adn BH,"MULTIPOINT ((138.5524056 -33.0330543), (138.5550546 -33.0371007), (138.5557733 -33.0294596), (138.553518 -33.0253162), (138.5497907 -33.0211278), (138.5480344 -33.0139917), (138.5730042 -33.0118323), (138.5772258 -33.0160146), (138.5647928 -33.0162523), (138.571435 -33.0188653), (138.5621619 -33.020495), (138.5692378 -33.0236184), (138.5761039 -33.0274403), (138.5677951 -33.031746), (138.5491605 -33.0297588), (138.5543428 -33.0411773), (138.5523336 -33.0469075), (138.5590823 -33.0464168), (138.5647739 -33.0451627), (138.5702692 -33.0495862), (138.5583271 -33.0585123), (138.5453347 -33.0600083), (138.5422533 -33.0660181), (138.5562744 -33.0515804), (138.5478094 -33.0538015), (138.5648267 -33.0929058), (138.5772177 -33.11713), (138.5808656 -33.1207961), (138.5776361 -33.1136164), (138.5765633 -33.1095365), (138.5744122 -33.1058518), (138.5798463 -33.1043645))",{Siemens},{SWT-3.2-113},"{""""}",{3.2},{},{32}
Hornsdale Wind Farm Stage 2,Wind Turbine - Onshore,Wind - Wind,102.4,Operational,,Australia,South Australia,,,POINT (138.5234388523325 -33.0854095439825),-33.042878,138.556285,,,TBC multipoint has both NBH adn BH,"MULTIPOINT ((138.5372758 -33.0624855), (138.5345936 -33.013018), (138.5335851 -33.0192614), (138.535409 -33.0253425), (138.5425329 -33.0211865), (138.5355162 -33.0406693), (138.5368037 -33.0340676), (138.5437774 -33.036568), (138.5449147 -33.0411729), (138.5478115 -33.0483317), (138.5366106 -33.0468928), (138.5317397 -33.0518209), (138.5245728 -33.0498605), (138.5684323 -33.1265632), (138.5288 -33.0907685), (138.5445714 -33.0967997), (138.5434449 -33.1014105), (138.5355806 -33.0954425), (138.5356128 -33.0999904), (138.5271048 -33.0967458), (138.522706 -33.101761), (138.5284567 -33.10177), (138.5912418 -33.1253771), (138.592186 -33.129034), (138.5869717 -33.1334005), (138.5953617 -33.134263), (138.5913062 -33.1376949), (138.5590982 -33.1321517), (138.5640228 -33.1362216), (138.5694194 -33.1310825), (138.5756528 -33.1282703), (138.5749662 -33.1214236))",{Siemens},{SWT-3.2-113},"{""""}",{3.2},{},{32}
Hornsdale Wind Farm Stage 3,Wind Turbine - Onshore,Wind - Wind,112.0,Operational,,Australia,South Australia,,,POINT (138.52357148066318 -33.08574291437686),-33.04283906,138.5562164,,,TBC multipoint has both NBH adn BH,"MULTIPOINT ((138.5261392 -33.0682939), (138.5335636 -33.0680601), (138.5355055 -33.0739041), (138.5778522 -33.0628632), (138.5766721 -33.0680062), (138.5750198 -33.0726275), (138.5767793 -33.0767271), (138.5734963 -33.031657), (138.5745263 -33.0371436), (138.5752988 -33.0423781), (138.5719728 -33.0951549), (138.5753202 -33.0893842), (138.5796332 -33.0856628), (138.5784316 -33.0815456), (138.5696554 -33.0907326), (138.5433054 -33.0917393), (138.5624027 -33.0635465), (138.5676384 -33.0721959), (138.5622096 -33.0689233), (138.5595059 -33.0735085), (138.5419965 -33.0718543), (138.5477686 -33.0693189), (138.548584 -33.0744076), (138.5096812 -33.0809613), (138.5102177 -33.0870112), (138.5269225 -33.0793252), (138.5158718 -33.0828941), (138.5352051 -33.0877752), (138.5360205 -33.081186), (138.5431981 -33.0828761), (138.5453546 -33.0872718), (138.5889351 -33.1068298), (138.5889244 -33.1108829), (138.5892892 -33.1143876), (138.5898685 -33.1191322))",{Siemens},{SWT-3.2-113},"{""""}",{3.2},{},{35}
Hunter Central Coast Offshore Energy (Wind),Wind Turbine - Offshore,Wind - Wind,1400.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Huxley Hill WInd Farm Stage 1,Wind Turbine - Onshore,Wind - Wind,0.75,Operational,,Australia,Tasmania,,,POINT (143.8922265 -39.9463227),,,,https://www.hydro.com.au/clean-energy/our-power-stations/wind-power,"MULTIPOINT (143.8910101 -39.9413418, 143.893536 -39.9427382, 143.8922407 -39.9453525, 143.8889922 -39.9468065, 143.8954608 -39.9513036)","MULTIPOINT ((143.8910101 -39.9413418), (143.893536 -39.9427382), (143.8922407 -39.9453525))",{Nordex},{N26/225},"{""""}",{0.25},{},{3}
Huxley Hill Wind Farm Stage 2,Wind Turbine - Onshore,Wind - Wind,1.7,Operational,,Australia,Tasmania,,,POINT (143.8922265 -39.9463227),,,,https://www.hydro.com.au/clean-energy/our-power-stations/wind-power,TODO fix combined multipoint ,"MULTIPOINT ((143.8889922 -39.9468065), (143.8954608 -39.9513036))",{Vestas},{V52/850},"{""""}",{0.85},{},{2}
Ilford Green Energy Hub - Wind,Wind Turbine - Onshore,Wind - Wind,282.0,Development,,Australia,New South Wales,2028-01-12,,,,,,,,,,,,,,
Illawarra Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,2000.0,Development,,Australia,New South Wales,2031-01-01,,,,,,,,,,,,,,
Inverleigh Wind Farm - Wind,Wind Turbine - Onshore,Wind - Wind,102.0,Development,,Australia,Victoria,,,,,,,https://www.inverleighwindfarm.net/planning/,,,,,,,,
Isaac Wind Farm,Wind Turbine - Onshore,Wind - Wind,564.0,Development,,Australia,Queensland,,,,,,,,,,,,,,,
Jeremiah Wind Farm,Wind Turbine - Onshore,Wind - Wind,288.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Junction Rivers Wind Farm - Stage 1,Wind Turbine - Onshore,Wind - Wind,195.0,Development,,Australia,New South Wales,2028-01-12,,,,,,,,,,,,,,
Junction Rivers Wind Farm - Stage 2,Wind Turbine - Onshore,Wind - Wind,748.8,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Jupiter Wind Farm,Wind Turbine - Onshore,Wind - Wind,350.0,Abandoned,,Australia,New South Wales,,,,,,,,Source: Wikipedia https://en.wikipedia.org/wiki/List_of_wind_farms_in_New_South_Wales,,{},{},{},{},{},{}
Kaban Microgrid - Wind Farm,Wind Turbine - Onshore,Wind - Wind,156.8,Operational,,Australia,Queensland,2023-01-04,,POINT (145.4132537 -17.5604019),,,,https://kabangreenpowerhub.com.au/,Points are roughly located from overlay image,"MULTIPOINT ((145.3815175 -17.5481655), (145.3827515 -17.550154), (145.3837963 -17.5590728), (145.3952145507375 -17.563031277605514), (145.39518359196833 -17.560788074789535), (145.3955125288906 -17.558198026440625), (145.40783798885948 -17.585856498788377), (145.40964133716264 -17.584196445682664), (145.4102527728534 -17.582019908516966), (145.38179392431005 -17.552135987841947), (145.40649902209378 -17.563234197541956), (145.40804696055142 -17.566598945873864), (145.40909955870262 -17.569078194091478), (145.41188584792636 -17.57114420832604), (145.41405296176703 -17.564650941305327), (145.40940914639413 -17.55721291285621), (145.410399827007 -17.57326922692749), (145.41101900239008 -17.57545324781326), (145.41095708485176 -17.577519189246296), (145.39392976181784 -17.56866498841391), (145.41022955377673 -17.561286156762804), (145.39474242950817 -17.57113682974575), (145.38009893169902 -17.55612817484486), (145.39367435197244 -17.565101050284042), (145.4323882927977 -17.585421197448532), (145.43300746818073 -17.58766409483316), (145.43152144726142 -17.589552828939407), (145.43077843680177 -17.592149806107034))",{Vestas},{V162-5.6},,{5.6},,{28}
Kalbarri Wind Farm,Wind Turbine - Onshore,Wind - Wind,1.6,Operational,,Australia,Western Australia,,,POINT (114.1945193 -27.899626),,,,https://www.westernpower.com.au/resources-education/network-improvements/network-upgrade-projects/kalbarri-microgrid/,"","MULTIPOINT ((114.1947147 -27.8982981), (114.1943238 -27.9009539))",{Enercon},{E48/800},"{""""}",{0.8},{},{2}
Kangaroo Hills Wind Farm - Wind,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,New South Wales,2028-01-10,,POINT (151.535588 -26.61446184),-26.61446184,151.535588,,,,,,,,,,
Karakin Wind Farm,Wind Turbine - Onshore,Wind - Wind,5.0,Operational,,Australia,Western Australia,,,POINT (115.4645491 -31.0064514),,,,,,"MULTIPOINT ((115.46739298455718 -31.01166073936871), (115.466605469204 -31.01011310219698), (115.4660828324326 -31.00743641172018), (115.46339559649904 -31.00632689965288), (115.46486097316864 -31.00501475375478), (115.4625326049909 -31.000718112433365), (115.46522268908127 -30.998321918419762), (115.46531383009865 -30.99613074587328), (115.46400082981731 -30.999606080824606), (115.4664787262266 -31.003163071563268))",{Enercon},{E40/500},"{""""}",{0.5},{},{10}
Kariboe Wind Farm,Wind Turbine - Onshore,Wind - Wind,1020.0,Development,,Australia,Queensland,,,,,,,,,,,,,,,
Kennedy Energy Park - Phase 1 - Wind,Wind Turbine - Onshore,Wind - Wind,43.2,Operational,,Australia,Queensland,2024-01-03,,POINT (144.371336 -20.93815),-20.93815,144.371336,,https://kennedyenergypark.com.au/,,"MULTIPOINT ((144.3517617 -20.9100326), (144.3558041 -20.9133597), (144.3593411 -20.9170896), (144.3714188 -20.9182753), (144.3775809 -20.9249406), (144.3803415 -20.9286933), (144.3836321 -20.9338386), (144.3696688 -20.9331365), (144.3708889 -20.9371192), (144.3721583 -20.9409176), (144.3742411 -20.94429), (144.3607208 -20.9206226))",{Vestas},{V136-3.6},,{3.6},{132.0},{12}
Kentbruck Green Power Hub,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Victoria,,,POINT (141.3061111760327 -38.17747123377115),-17.57187118,145.4030137,,,,,,,,,,
Kerrs Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,283.5,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Kiata Wind Farm,Wind Turbine - Onshore,Wind - Wind,31.05,Operational,,Australia,Victoria,,,POINT (141.7474138844638 -36.39726866445496),-36.39658318,141.747383,,,,"MULTIPOINT ((141.7681173 -36.4098669), (141.7630319 -36.4073111), (141.7565377 -36.4080236), (141.7515906 -36.405627), (141.7468367 -36.4042845), (141.7494797 -36.3917445), (141.7521293 -36.3864523), (141.7446469 -36.3822272), (141.7388709 -36.3843883))",{Vestas},"{"" V126-3.45""}","{""""}",{3.45},{},{9}
Kidston Stage 3 Wind Project,Wind Turbine - Onshore,Wind - Wind,258.0,Development,,Australia,Queensland,,,POINT (144.1426156 -18.88904575),-18.88904575,144.1426156,,,,,,,,,,
Kings Plain Wind Farm,Wind Turbine - Onshore,Wind - Wind,399.61,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Kooragang Wind Turbine,Wind Turbine - Onshore,Wind - Wind,0.6,Decommissioned,,Australia,New South Wales,1987-01-01,2014-10-29,POINT (151.7477444 -32.8772792),,,,,Estimated install date from wikipedia,,{Vestas},{V44/600},{},{0.6},{},{1}
Lake Bonney 1 Wind Farm,Wind Turbine - Onshore,Wind - Wind,80.5,Operational,,Australia,South Australia,,,POINT (140.40579168 -37.78154577),-37.78154577,140.4057917,,,"TBC multipoint has points for LB 1, 2 and 3","MULTIPOINT ((140.3654615 -37.7104783), (140.3686665 -37.710978), (140.3686203 -37.7128553), (140.3700687 -37.7143668), (140.3763092 -37.7145984), (140.3725803 -37.7171093), (140.3737514 -37.7188157), (140.3747222 -37.7217897), (140.3753077 -37.7235082), (140.3778039 -37.7253364), (140.4016164 -37.7256539), (140.3793448 -37.7267989), (140.3779272 -37.7287854), (140.3877899 -37.7301437), (140.3900118 -37.7316565), (140.3853928 -37.7319619), (140.3797707 -37.7323928), (140.3810379 -37.7350105), (140.3932288 -37.7365611), (140.3874744 -37.7366286), (140.3980455 -37.7369825), (140.3823806 -37.7371511), (140.3853218 -37.7387859), (140.3943797 -37.7411961), (140.3865153 -37.7415332), (140.3965749 -37.7439938), (140.3879646 -37.7444656), (140.3931009 -37.7455948), (140.3887744 -37.7465385), (140.3901598 -37.7484092), (140.4023933 -37.7498753), (140.3928239 -37.7508021), (140.3981094 -37.7512908), (140.3929944 -37.7537174), (140.4021802 -37.7565652), (140.3958716 -37.7567337), (140.3906926 -37.7573403), (140.4005604 -37.7593286), (140.3912467 -37.7604406), (140.3965962 -37.7606765), (140.3983652 -37.7625131), (140.3934633 -37.7648382), (140.3982586 -37.7671801), (140.3953814 -37.7691681), (140.4003899 -37.7726218), (140.4020949 -37.7751993), (140.4016474 -37.7382972), (140.4028217 -37.7296616), (140.4043238 -37.7328896), (140.4070549 -37.7351095), (140.4056162 -37.7400785), (140.4023087 -37.7444277), (140.4102794 -37.7466766), (140.4121033 -37.7507147), (140.4144207 -37.7524792), (140.4078976 -37.7565508), (140.4155794 -37.7590955), (140.4108802 -37.7625392), (140.4184119 -37.7626579), (140.4026619 -37.7634891), (140.4041425 -37.766288), (140.4066316 -37.7680351), (140.4097 -37.7688324), (140.4053227 -37.7702572), (140.4120604 -37.77253), (140.4067389 -37.7727335), (140.4065029 -37.7761087), (140.4132191 -37.7767023), (140.4068891 -37.779365), (140.4089276 -37.7812475), (140.4263396 -37.7817555), (140.4146997 -37.7842153), (140.4111163 -37.7856568), (140.4068033 -37.7869626), (140.4099361 -37.7879461), (140.4286887 -37.7893903), (140.4129402 -37.7897606), (140.410069 -37.7920159), (140.4150457 -37.794222), (140.4107973 -37.7952531), (140.4122236 -37.7978908), (140.4136195 -37.7997611), (140.4305702 -37.8007086), (140.4331496 -37.802435), (140.4132553 -37.8031419), (140.4154706 -37.8055636), (140.4350917 -37.8058636), (140.4333923 -37.8079495), (140.4161989 -37.8084406), (140.4344848 -37.810323), (140.4185051 -37.8104785), (140.43494 -37.8123608), (140.419021 -37.8135951), (140.4373373 -37.8143746), (140.4385814 -37.8169876), (140.4194762 -37.8169992), (140.4402808 -37.8191451), (140.440038 -37.8219737), (140.441616 -37.8247302), (140.441525 -37.8270793), (140.4421926 -37.8294761), (140.4442257 -37.832544), (140.4226196 -37.8382), (140.4460161 -37.8392545), (140.4235603 -37.8402371), (140.4472603 -37.8419865), (140.4278997 -37.8422501), (140.4241672 -37.8431128), (140.4248652 -37.8469229), (140.4057704 -37.744407), (140.419776 -37.7657904), (140.4205759 -37.7708668))",{Vestas},"{"" V66/1750""}","{""""}",{1.75},{},{46}
Lake Bonney 2 Wind Farm,Wind Turbine - Onshore,Wind - Wind,159.0,Operational,,Australia,South Australia,,,POINT (140.41949908 -37.81489402),-37.81489402,140.4194991,,,"TBC multipoint has points for LB 1, 2 and 3","MULTIPOINT ((140.3654615 -37.7104783), (140.3686665 -37.710978), (140.3686203 -37.7128553), (140.3700687 -37.7143668), (140.3763092 -37.7145984), (140.3725803 -37.7171093), (140.3737514 -37.7188157), (140.3747222 -37.7217897), (140.3753077 -37.7235082), (140.3778039 -37.7253364), (140.4016164 -37.7256539), (140.3793448 -37.7267989), (140.3779272 -37.7287854), (140.3877899 -37.7301437), (140.3900118 -37.7316565), (140.3853928 -37.7319619), (140.3797707 -37.7323928), (140.3810379 -37.7350105), (140.3932288 -37.7365611), (140.3874744 -37.7366286), (140.3980455 -37.7369825), (140.3823806 -37.7371511), (140.3853218 -37.7387859), (140.3943797 -37.7411961), (140.3865153 -37.7415332), (140.3965749 -37.7439938), (140.3879646 -37.7444656), (140.3931009 -37.7455948), (140.3887744 -37.7465385), (140.3901598 -37.7484092), (140.4023933 -37.7498753), (140.3928239 -37.7508021), (140.3981094 -37.7512908), (140.3929944 -37.7537174), (140.4021802 -37.7565652), (140.3958716 -37.7567337), (140.3906926 -37.7573403), (140.4005604 -37.7593286), (140.3912467 -37.7604406), (140.3965962 -37.7606765), (140.3983652 -37.7625131), (140.3934633 -37.7648382), (140.3982586 -37.7671801), (140.3953814 -37.7691681), (140.4003899 -37.7726218), (140.4020949 -37.7751993), (140.4016474 -37.7382972), (140.4028217 -37.7296616), (140.4043238 -37.7328896), (140.4070549 -37.7351095), (140.4056162 -37.7400785), (140.4023087 -37.7444277), (140.4102794 -37.7466766), (140.4121033 -37.7507147), (140.4144207 -37.7524792), (140.4078976 -37.7565508), (140.4155794 -37.7590955), (140.4108802 -37.7625392), (140.4184119 -37.7626579), (140.4026619 -37.7634891), (140.4041425 -37.766288), (140.4066316 -37.7680351), (140.4097 -37.7688324), (140.4053227 -37.7702572), (140.4120604 -37.77253), (140.4067389 -37.7727335), (140.4065029 -37.7761087), (140.4132191 -37.7767023), (140.4068891 -37.779365), (140.4089276 -37.7812475), (140.4263396 -37.7817555), (140.4146997 -37.7842153), (140.4111163 -37.7856568), (140.4068033 -37.7869626), (140.4099361 -37.7879461), (140.4286887 -37.7893903), (140.4129402 -37.7897606), (140.410069 -37.7920159), (140.4150457 -37.794222), (140.4107973 -37.7952531), (140.4122236 -37.7978908), (140.4136195 -37.7997611), (140.4305702 -37.8007086), (140.4331496 -37.802435), (140.4132553 -37.8031419), (140.4154706 -37.8055636), (140.4350917 -37.8058636), (140.4333923 -37.8079495), (140.4161989 -37.8084406), (140.4344848 -37.810323), (140.4185051 -37.8104785), (140.43494 -37.8123608), (140.419021 -37.8135951), (140.4373373 -37.8143746), (140.4385814 -37.8169876), (140.4194762 -37.8169992), (140.4402808 -37.8191451), (140.440038 -37.8219737), (140.441616 -37.8247302), (140.441525 -37.8270793), (140.4421926 -37.8294761), (140.4442257 -37.832544), (140.4226196 -37.8382), (140.4460161 -37.8392545), (140.4235603 -37.8402371), (140.4472603 -37.8419865), (140.4278997 -37.8422501), (140.4241672 -37.8431128), (140.4248652 -37.8469229), (140.4057704 -37.744407), (140.419776 -37.7657904), (140.4205759 -37.7708668))",{Vestas},"{"" V90/3000""}","{""""}",{3.0},{},{53}
